,ON_DAY,SUM_VALUES,MAX(AGE1_SEX0),MAX(AGE2_SEX0),MAX(AGE3_SEX0),MAX(AGE1_SEX1),MAX(AGE2_SEX1),MAX(AGE3_SEX1),Class
318,197,180,18,87,8,16,44,7,0
319,238,174,13,41,26,16,57,21,0
320,257,180,8,77,17,4,55,19,0
321,314,114,7,54,7,12,29,5,0
322,38,100,4,70,5,2,16,3,0
323,60,125,2,73,5,2,41,2,0
326,355,150,4,81,7,7,46,5,0
327,341,99,3,59,2,1,30,4,0
328,5,133,17,46,5,13,46,6,0
329,122,154,14,52,9,11,55,13,0
331,321,131,1,66,6,6,46,6,0
332,48,121,4,77,1,4,31,4,0
334,153,155,14,71,8,8,51,3,0
337,57,168,2,111,2,6,45,2,0
338,77,127,9,67,6,8,34,3,0
339,326,102,1,71,3,2,20,5,0
342,220,144,9,56,14,6,50,9,0
343,79,131,2,88,6,2,32,1,0
344,94,163,2,86,7,15,46,7,0
345,334,158,7,87,7,6,46,5,0
346,63,116,9,53,3,8,42,1,0
347,96,130,4,75,3,3,38,7,0
349,160,169,10,45,25,9,47,33,0
350,184,173,15,84,11,10,46,7,0
351,228,151,6,51,16,7,51,20,0
352,67,123,9,43,1,8,59,3,0
353,69,50,2,19,3,8,16,2,0
354,184,179,21,87,8,13,45,5,0
355,191,164,19,60,14,15,46,10,0
357,236,176,10,60,22,14,50,20,0
359,287,182,6,88,9,13,56,10,0
360,298,176,7,81,8,13,61,6,0
361,41,88,4,45,1,4,31,3,0
362,66,75,2,38,7,1,22,5,0
363,17,69,4,40,1,3,20,1,0
364,3,119,12,42,3,13,46,3,0
365,52,106,9,67,3,6,18,3,0
367,285,141,6,71,4,5,49,6,0
370,320,101,3,57,5,5,29,2,0
371,22,117,2,81,2,4,26,2,0
373,110,175,6,102,4,1,56,6,0
376,16,73,3,39,5,2,15,9,0
377,55,90,4,45,2,9,28,2,0
378,44,111,1,68,1,2,37,2,0
379,75,115,2,66,1,6,39,1,0
380,120,86,6,33,3,5,36,3,0
383,267,144,1,75,7,7,49,5,0
385,292,141,1,74,10,2,41,13,0
386,19,124,3,72,3,8,36,2,0
387,62,103,4,48,7,5,34,5,0
389,187,172,18,77,9,18,45,5,0
390,325,145,2,78,7,2,43,13,0
391,330,145,4,83,7,6,42,3,0
392,306,159,5,74,8,12,56,4,0
394,22,86,13,40,1,9,19,4,0
396,20,79,5,35,3,9,25,2,0
397,14,71,5,32,3,4,25,2,0
398,34,88,6,41,1,7,29,4,0
399,71,143,9,93,1,3,32,5,0
401,163,162,17,61,8,17,50,9,0
402,250,184,2,65,22,8,62,25,0
403,323,181,7,112,7,10,40,5,0
404,354,117,7,71,3,3,29,4,0
406,58,127,2,86,2,3,32,2,0
407,148,176,11,65,12,16,59,13,0
408,167,158,10,48,14,13,52,21,0
409,269,155,4,80,12,4,37,18,0
410,1,108,10,30,2,14,47,5,0
412,123,172,5,70,14,12,53,18,0
413,182,168,20,77,7,20,38,6,0
414,258,185,10,66,17,9,51,32,0
415,52,100,1,64,8,3,21,3,0
416,55,115,10,54,3,7,37,4,0
417,34,125,5,69,4,9,37,1,0
418,108,138,16,60,5,14,40,3,0
419,122,135,11,62,9,8,40,5,0
421,348,119,6,74,8,2,25,4,0
422,55,66,2,32,2,6,21,3,0
423,96,148,5,82,7,7,44,3,0
424,97,125,3,79,8,3,30,2,0
425,103,167,8,92,11,8,43,5,0
426,135,174,5,99,8,8,50,4,0
428,281,184,3,96,12,8,56,9,0
429,348,148,3,85,6,10,39,5,0
430,70,176,8,110,4,5,47,2,0
431,46,112,2,57,7,2,42,2,0
432,110,133,7,58,9,9,46,4,0
433,143,139,7,58,16,9,34,15,0
437,356,149,4,92,4,12,33,4,0
438,47,136,2,88,4,2,37,3,0
442,223,182,8,63,22,10,50,29,0
443,237,175,17,59,16,9,48,26,0
444,289,179,1,111,5,6,50,6,0
445,292,162,9,87,10,8,38,10,0
446,25,89,8,43,3,15,18,2,0
447,14,107,10,59,2,10,25,1,0
448,56,143,3,93,9,4,30,4,0
449,47,113,5,71,6,5,25,1,0
450,116,169,5,94,8,8,48,6,0
454,233,163,13,54,15,20,39,22,0
455,336,110,2,66,2,3,33,4,0
456,346,129,5,88,5,3,24,4,0
457,48,128,3,72,6,8,36,3,0
458,148,174,6,75,12,8,61,11,0
459,210,163,13,66,10,11,49,14,0
461,351,149,4,92,6,7,37,3,0
462,47,72,2,39,1,3,24,3,0
463,74,116,4,68,1,4,36,3,0
464,71,143,4,89,5,2,39,4,0
465,117,169,9,82,3,17,54,4,0
466,133,177,9,78,6,9,63,12,0
467,153,168,9,53,18,7,56,25,0
468,240,170,11,57,19,7,52,24,0
469,316,117,2,78,5,1,26,5,0
470,63,93,1,70,4,2,13,3,0
471,11,49,5,27,2,5,9,1,0
472,135,133,6,67,9,6,40,5,0
473,173,153,11,58,14,10,43,17,0
474,181,166,16,48,24,10,51,17,0
475,29,121,1,81,4,6,27,2,0
476,33,81,3,44,1,3,28,2,0
477,98,129,4,66,6,9,38,6,0
478,112,153,9,76,3,7,56,2,0
479,134,178,7,103,12,2,42,12,0
481,219,176,27,77,8,11,45,7,0
482,222,181,6,52,28,8,46,41,0
483,283,183,1,108,10,5,49,9,0
484,315,119,4,62,6,7,33,7,0
485,39,139,6,76,5,12,39,1,0
486,72,113,1,74,6,2,28,2,0
487,88,134,4,67,8,9,44,2,0
488,183,169,18,50,19,15,47,20,0
489,279,161,5,78,12,8,52,6,0
493,56,164,13,82,2,12,53,2,0
494,129,140,9,65,8,8,41,9,0
496,280,180,7,71,22,6,55,19,0
497,274,177,6,74,20,4,52,21,0
498,113,127,8,63,5,5,42,4,0
499,349,138,2,80,6,6,40,4,0
500,15,104,3,55,5,5,35,1,0
501,121,108,7,50,8,9,29,5,0
502,211,169,12,82,9,17,41,8,0
503,349,144,7,84,5,7,36,5,0
504,26,95,3,59,5,2,21,5,0
505,27,106,6,51,2,15,31,1,0
506,56,114,5,39,2,10,52,6,0
507,68,112,7,73,4,5,20,3,0
509,152,158,13,63,14,16,37,15,0
512,255,146,5,68,7,6,50,10,0
513,258,158,8,63,15,7,47,18,0
514,272,161,2,70,19,6,52,12,0
515,40,85,1,53,3,4,23,1,0
516,41,61,1,25,1,1,29,4,0
517,46,124,8,65,7,5,38,1,0
518,104,163,5,72,10,10,61,5,0
519,248,166,7,78,11,11,49,9,0
520,308,112,10,49,3,10,36,4,0
522,73,101,4,55,3,6,29,4,0
523,36,119,14,53,5,5,38,4,0
524,39,131,4,83,5,5,32,2,0
525,67,61,5,26,2,5,22,1,0
528,95,149,4,91,4,9,37,4,0
529,111,134,6,55,7,6,50,10,0
530,273,178,7,95,8,8,50,10,0
531,53,137,6,71,5,11,42,2,0
532,274,124,10,50,6,12,40,6,0
534,141,171,3,96,5,8,54,5,0
535,174,177,11,95,13,8,45,5,0
538,275,179,8,95,5,5,62,4,0
541,204,137,17,42,5,17,47,9,0
542,232,133,9,55,6,11,47,5,0
543,359,154,9,87,8,7,40,3,0
545,263,178,9,84,12,3,54,16,0
546,33,67,2,34,2,5,20,4,0
547,4,113,11,46,2,11,38,5,0
548,81,131,6,75,5,6,37,2,0
549,157,165,11,80,7,10,52,5,0
552,322,116,5,50,7,7,40,7,0
553,315,98,4,47,5,4,30,8,0
554,338,125,4,82,2,3,32,2,0
555,35,85,9,35,1,5,33,2,0
556,42,111,10,50,2,5,42,2,0
557,213,170,24,75,6,13,43,9,0
559,80,138,7,86,4,5,33,3,0
560,61,109,1,74,5,1,27,1,0
564,170,140,7,41,12,12,45,23,0
567,261,129,3,63,4,6,42,11,0
568,18,84,4,53,5,1,20,1,0
569,61,88,2,54,2,3,25,2,0
570,157,164,12,61,16,23,41,11,0
571,243,170,6,60,24,10,44,26,0
572,54,89,2,42,5,6,28,6,0
573,82,113,4,60,2,5,40,2,0
574,92,119,6,56,2,12,42,1,0
575,105,128,4,48,6,11,51,8,0
576,103,129,7,49,10,9,47,7,0
577,202,176,14,47,18,14,61,22,0
579,306,112,3,57,8,4,38,2,0
580,142,164,7,88,12,4,42,11,0
583,246,174,9,76,9,14,53,13,0
584,269,184,3,96,10,2,63,10,0
585,312,129,4,73,3,1,46,2,0
586,320,127,1,72,5,3,43,3,0
587,12,51,3,28,3,4,10,3,0
588,6,116,9,43,2,15,42,5,0
589,43,122,9,53,3,12,42,3,0
590,195,164,5,53,24,8,45,29,0
591,207,168,12,52,18,16,43,27,0
592,270,137,5,60,11,6,45,10,0
593,12,69,1,34,6,4,22,2,0
596,162,165,12,62,16,14,49,12,0
597,166,159,13,70,15,8,39,14,0
598,212,181,8,76,19,12,53,12,0
599,346,154,4,83,11,5,44,7,0
600,37,117,6,65,2,12,29,3,0
601,290,141,2,78,9,6,34,12,0
602,331,153,6,86,5,14,40,2,0
603,154,177,14,61,10,14,57,21,0
604,188,179,20,75,10,20,48,6,0
605,301,166,13,84,6,9,46,8,0
609,31,113,5,69,2,8,28,1,0
610,15,47,4,24,1,4,11,3,0
611,137,143,1,77,13,4,40,8,0
612,166,149,12,40,23,14,42,18,0
613,277,155,5,76,12,3,44,15,0
615,21,91,12,39,2,12,24,2,0
616,72,82,2,48,6,1,23,2,0
618,92,156,9,93,7,8,35,4,0
619,179,179,11,85,12,13,53,5,0
620,350,114,3,63,6,6,34,2,0
621,49,100,4,49,2,7,35,3,0
622,94,133,2,73,9,6,42,1,0
623,125,144,5,55,7,10,55,12,0
624,124,131,5,62,11,7,33,13,0
625,138,177,13,78,13,12,44,17,0
627,186,170,10,54,15,14,60,17,0
629,317,144,2,90,3,4,43,2,0
630,32,79,2,45,5,4,20,3,0
631,173,170,21,88,8,9,40,4,0
632,249,181,10,96,7,6,56,6,0
634,322,151,6,75,4,6,55,5,0
635,35,102,2,71,2,2,21,4,0
638,89,138,11,67,7,13,34,6,0
639,169,162,13,82,10,5,47,5,0
640,177,157,14,52,12,14,51,14,0
643,28,71,3,42,3,4,17,2,0
644,93,160,2,101,3,7,42,5,0
646,260,178,6,82,13,12,49,16,0
647,337,133,4,75,3,5,44,2,0
649,46,115,4,62,3,6,37,3,0
650,45,98,1,64,3,4,23,3,0
651,76,120,3,63,5,8,37,4,0
652,77,114,7,60,5,6,35,1,0
653,118,124,4,50,6,12,40,12,0
654,100,171,10,101,6,6,44,4,0
655,117,178,13,82,11,12,50,10,0
656,185,169,6,88,11,11,49,3,0
658,206,169,14,50,19,10,54,22,0
659,220,168,8,59,23,11,44,23,0
660,259,184,5,75,25,9,40,30,0
662,60,81,2,44,1,3,30,1,0
663,10,63,7,35,2,4,14,1,0
664,106,129,7,50,7,11,45,9,0
666,178,140,12,51,8,14,45,10,0
667,171,160,10,70,6,11,49,14,0
671,60,115,2,82,4,3,22,2,0
672,101,159,4,92,4,3,54,2,0
673,261,173,2,91,11,4,48,17,0
674,264,172,1,86,14,3,51,17,0
675,279,169,5,81,12,2,50,19,0
677,332,151,2,89,11,4,40,5,0
678,341,154,4,92,13,6,35,4,0
679,18,70,2,30,3,7,26,2,0
680,76,117,8,60,3,11,33,2,0
682,281,157,3,75,15,3,51,10,0
683,312,155,4,95,7,8,37,4,0
684,51,109,2,74,4,3,22,4,0
687,170,173,6,85,17,12,35,18,0
688,228,174,12,74,10,13,54,11,0
689,247,171,8,74,14,6,53,16,0
690,31,118,5,79,5,4,21,4,0
691,30,108,4,60,2,6,33,3,0
692,144,172,9,92,9,15,41,6,0
693,163,154,13,45,23,17,38,18,0
694,221,135,9,46,11,17,40,12,0
695,235,150,12,48,17,6,51,16,0
696,343,107,5,62,4,1,32,3,0
697,59,133,6,89,3,4,30,1,0
699,304,120,9,60,4,5,39,3,0
700,11,74,9,32,2,9,19,3,0
701,75,96,1,50,3,9,30,3,0
702,80,116,3,76,2,5,29,1,0
703,158,133,13,47,6,13,46,8,0
705,247,137,10,63,8,5,42,9,0
708,144,154,8,34,24,12,48,28,0
709,20,45,5,23,3,5,8,1,0
710,43,135,1,101,7,3,22,1,0
711,72,116,2,74,4,1,32,3,0
712,21,71,5,33,2,8,18,5,0
713,156,162,10,64,15,14,42,17,0
714,242,169,11,74,9,15,53,7,0
715,286,139,3,57,17,8,44,10,0
716,311,148,3,87,6,6,33,13,0
718,65,105,5,72,3,1,23,1,0
719,29,110,5,58,1,7,35,4,0
721,200,158,12,41,15,15,58,17,0
722,288,127,6,69,5,4,36,7,0
0,72,102,7,50,3,4,37,1,0
1,136,62,1,35,1,4,20,1,0
5,357,80,5,30,3,10,30,2,0
6,48,137,4,80,1,11,39,2,0
8,178,124,8,68,4,9,32,3,0
9,5,47,4,16,3,7,16,1,0
10,61,81,3,45,3,4,24,2,0
11,2,87,8,34,2,9,33,1,0
12,359,126,8,80,4,5,28,1,0
13,95,101,1,71,1,8,19,1,0
16,213,85,8,37,1,9,29,1,0
17,269,132,6,80,2,7,33,4,0
18,273,76,2,46,1,4,22,1,0
20,77,41,1,25,1,3,9,2,0
21,134,55,1,30,1,9,12,2,0
23,231,105,12,39,2,12,36,4,0
25,258,99,12,47,2,6,30,2,0
26,87,120,8,62,4,9,34,3,0
29,187,130,7,68,3,11,40,1,0
30,346,70,4,43,2,6,14,1,0
31,42,41,6,20,1,4,9,1,0
35,53,138,5,83,4,7,37,2,0
36,132,42,1,20,2,2,15,2,0
38,195,85,10,36,1,7,28,3,0
40,150,122,6,74,2,8,29,3,0
42,222,134,12,63,2,17,38,2,0
43,221,117,12,51,4,12,37,1,0
45,188,141,11,82,4,9,32,3,0
46,293,49,1,27,1,5,13,2,0
47,123,31,2,14,1,3,10,1,0
48,165,108,8,53,1,8,37,1,0
49,166,125,7,62,2,11,40,3,0
52,81,129,3,84,5,5,30,2,0
53,119,124,11,52,4,10,44,3,0
54,175,115,8,73,3,6,23,2,0
55,201,133,9,75,3,7,36,3,0
57,44,99,10,60,1,11,16,1,0
58,82,117,3,74,2,6,31,1,0
59,109,122,2,84,4,6,25,1,0
63,60,125,5,68,3,3,44,2,0
64,122,72,3,29,1,6,32,1,0
66,163,101,6,56,4,5,29,1,0
68,252,60,3,33,2,2,19,1,0
69,103,126,6,81,2,5,31,1,0
70,151,129,4,69,4,7,44,1,0
74,45,93,10,52,2,6,22,1,0
77,285,120,2,76,2,5,34,1,0
78,52,116,8,66,1,4,35,2,0
79,162,59,8,21,2,4,21,3,0
80,214,116,6,50,1,13,42,4,0
82,282,45,1,27,1,2,13,1,0
83,280,53,3,26,2,4,16,2,0
86,341,160,3,97,4,9,45,2,0
87,20,91,4,48,2,9,24,4,0
88,143,132,4,91,6,5,24,2,0
89,152,126,1,85,3,5,30,2,0
90,185,73,2,37,1,6,26,1,0
92,30,112,7,72,2,9,21,1,0
94,62,138,3,81,3,3,47,1,0
98,340,141,10,79,4,2,44,2,0
99,48,90,2,56,2,8,21,1,0
100,118,103,8,54,5,3,32,1,0
101,205,120,13,52,2,13,38,2,0
102,320,137,7,78,3,5,41,3,0
103,35,43,4,20,1,1,13,4,0
104,64,131,8,59,3,10,47,4,0
105,92,91,7,46,2,8,26,2,0
107,136,131,3,86,3,2,36,1,0
109,271,136,6,92,2,4,28,4,0
110,332,54,4,31,1,5,12,1,0
111,350,35,2,19,1,3,8,2,0
112,352,38,2,24,2,1,8,1,0
113,130,51,2,19,3,7,18,2,0
115,331,131,8,86,3,2,30,2,0
116,26,108,1,81,1,5,19,1,0
118,39,112,5,72,2,6,26,1,0
119,66,129,7,76,2,6,37,1,0
122,27,51,2,30,3,3,12,1,0
123,26,147,6,100,4,6,30,1,0
125,42,106,6,64,1,7,27,1,0
126,86,47,2,16,3,3,21,2,0
127,304,59,2,34,1,1,18,3,0
131,361,118,5,67,2,7,36,1,0
132,326,138,5,85,5,5,36,2,0
133,82,74,3,39,2,7,21,2,0
134,80,130,3,74,1,7,44,1,0
135,46,119,6,67,2,8,34,2,0
136,107,36,3,16,1,4,11,1,0
137,254,65,1,30,5,7,19,3,0
139,121,50,3,23,1,3,19,1,0
140,133,115,8,50,4,11,38,4,0
141,179,116,12,55,3,12,32,2,0
142,301,91,9,41,1,7,30,3,0
143,47,146,6,78,3,7,51,1,0
148,272,85,3,52,4,3,21,2,0
151,246,111,9,54,4,8,34,2,0
152,326,143,2,96,3,4,37,1,0
156,234,141,7,74,2,17,38,3,0
157,253,116,8,60,1,6,40,1,0
159,76,62,2,31,3,4,21,1,0
160,319,149,6,91,6,6,38,2,0
161,93,61,4,34,3,3,15,2,0
162,142,45,6,13,1,6,18,1,0
163,328,146,3,112,2,2,26,1,0
165,248,60,4,31,1,7,16,1,0
169,31,90,9,60,2,3,15,1,0
170,129,52,1,26,1,5,18,1,0
171,268,54,2,35,1,2,12,2,0
172,313,147,7,97,3,3,34,3,0
173,76,152,4,82,4,11,50,1,0
174,119,52,2,17,3,5,23,2,0
176,55,51,4,27,1,2,14,3,0
177,130,46,4,19,1,4,17,1,0
178,46,131,5,88,2,8,26,2,0
181,216,114,4,53,3,12,41,1,0
182,317,71,2,37,3,6,22,1,0
183,126,54,3,25,2,6,16,2,0
184,198,131,11,66,1,14,36,3,0
185,31,116,6,60,2,11,35,2,0
186,147,52,3,25,1,5,15,3,0
188,259,73,3,38,2,4,25,1,0
189,286,118,6,72,1,3,35,1,0
193,316,36,2,19,1,2,10,2,0
194,45,83,4,51,2,5,20,1,0
195,21,74,3,44,3,7,16,1,0
196,75,138,7,88,3,3,36,1,0
198,283,118,5,67,3,2,38,3,0
199,341,128,6,78,5,4,34,1,0
200,89,84,9,36,3,9,25,2,0
202,63,131,4,71,3,7,44,2,0
204,263,106,7,59,2,4,32,2,0
205,268,45,6,20,1,1,15,2,0
206,87,94,4,57,2,2,28,1,0
210,256,104,3,71,2,3,24,1,0
211,333,117,6,71,1,3,33,3,0
213,223,129,6,62,1,15,40,5,0
214,298,70,2,47,1,4,15,1,0
215,330,79,3,43,1,7,24,1,0
216,10,103,14,44,3,10,31,1,0
219,32,123,9,74,3,7,29,1,0
223,279,101,1,55,2,3,39,1,0
224,108,132,3,80,4,7,37,1,0
226,102,94,4,49,1,6,32,2,0
230,245,97,14,35,3,12,29,4,0
232,290,64,3,36,1,1,20,3,0
233,306,154,5,102,5,5,35,2,0
236,292,121,2,75,2,3,38,1,0
238,224,83,7,35,1,9,27,4,0
242,278,118,1,70,2,6,38,1,0
243,299,122,1,77,3,4,35,2,0
244,17,91,2,44,1,12,30,2,0
246,80,110,9,59,3,4,33,2,0
248,217,87,15,32,1,7,29,3,0
249,321,146,4,107,3,1,30,1,0
252,322,40,1,20,1,4,13,1,0
253,327,142,6,80,4,7,42,3,0
254,309,50,5,23,1,2,18,1,0
255,57,75,1,52,3,1,17,1,0
256,135,51,1,25,1,4,19,1,0
257,169,129,6,60,5,12,42,4,0
260,187,138,7,68,2,19,37,5,0
262,89,108,6,65,1,7,27,2,0
263,161,91,6,40,3,7,33,2,0
265,42,101,12,48,4,7,28,2,0
266,131,90,6,38,3,7,33,3,0
267,148,120,6,69,2,6,34,3,0
268,153,114,4,68,2,8,31,1,0
269,73,103,2,69,1,6,24,1,0
272,360,118,2,71,2,10,32,1,0
274,303,98,6,50,2,5,33,2,0
275,351,127,3,72,2,7,40,3,0
277,5,100,11,33,2,11,39,4,0
278,249,127,10,68,3,7,34,5,0
280,265,61,2,37,1,3,17,1,0
281,6,48,8,15,1,5,18,1,0
282,176,149,15,84,4,11,33,2,0
283,233,123,14,54,3,15,34,3,0
284,298,82,6,48,2,2,23,1,0
285,55,57,1,32,3,4,16,1,0
286,35,94,5,52,2,13,21,1,0
287,74,117,3,72,5,4,31,2,0
289,247,48,1,24,3,4,13,3,0
291,277,65,3,37,1,3,20,1,0
295,177,114,8,57,4,10,34,1,0
297,66,123,4,78,2,6,31,2,0
299,28,66,1,35,1,5,22,2,0
304,322,73,1,44,4,1,22,1,0
305,131,109,6,67,2,11,21,2,0
307,54,119,6,62,1,12,36,2,0
315,60,142,9,82,2,5,42,2,0
317,41,88,5,51,1,11,18,2,0
318,138,129,5,71,2,3,47,1,0
323,14,83,5,38,2,9,27,2,0
324,360,128,3,85,3,6,30,1,0
326,127,67,3,30,2,4,27,1,0
328,253,57,2,25,4,7,16,3,0
329,328,56,1,27,1,2,23,1,0
330,53,108,2,75,1,2,27,1,0
331,65,136,4,80,2,8,41,1,0
332,86,35,2,17,2,2,10,2,0
336,6,61,6,23,1,8,21,2,0
337,88,115,5,57,3,9,39,2,0
338,142,124,8,78,3,9,24,2,0
345,46,135,3,76,1,12,40,3,0
346,75,116,6,76,2,4,27,1,0
348,324,44,2,25,2,2,11,2,0
350,364,97,8,44,2,10,31,2,0
351,292,76,4,46,1,5,19,1,0
353,144,113,4,69,4,2,30,4,0
354,154,90,4,48,1,2,32,3,0
355,232,113,14,49,2,10,37,1,0
356,334,146,4,88,3,7,42,2,0
357,358,68,1,42,2,3,19,1,0
358,12,72,12,29,1,6,22,2,0
359,31,86,4,57,3,3,17,2,0
361,51,137,8,87,3,8,30,1,0
362,49,90,12,43,2,5,27,1,0
365,147,102,3,50,4,7,36,2,0
367,218,86,9,36,4,6,29,2,0
369,37,103,10,54,2,12,24,1,0
371,338,116,5,67,3,3,35,3,0
372,91,62,4,27,1,7,21,2,0
373,102,116,5,74,5,3,27,2,0
374,151,104,2,64,1,4,32,1,0
376,15,106,8,44,4,11,38,1,0
377,71,107,5,46,3,10,42,1,0
378,212,120,14,49,2,15,36,4,0
381,349,150,4,109,4,2,29,2,0
384,193,135,3,61,6,12,49,4,0
386,68,88,7,51,1,6,22,1,0
387,120,49,3,21,2,1,20,2,0
388,137,103,2,66,1,10,22,2,0
390,233,110,13,45,1,16,33,2,0
392,2,86,7,32,2,8,34,3,0
393,70,113,5,53,5,10,37,3,0
396,251,49,4,21,3,1,19,1,0
397,279,42,1,21,1,1,16,2,0
398,110,137,2,90,4,3,36,2,0
399,128,117,10,44,4,12,42,5,0
402,19,130,8,67,3,11,38,3,0
403,56,96,2,50,1,9,33,1,0
405,24,68,2,37,4,3,21,1,0
408,126,58,3,25,4,3,21,2,0
409,179,143,7,70,2,15,47,2,0
410,157,62,7,29,2,1,20,3,0
412,33,106,7,58,1,10,29,1,0
413,211,77,5,41,1,9,20,1,0
414,224,96,13,47,3,8,22,3,0
417,4,85,10,25,2,13,32,3,0
418,166,112,7,69,1,7,25,3,0
419,29,109,13,54,2,11,28,1,0
420,45,132,5,76,4,5,41,1,0
422,342,148,3,101,3,4,34,3,0
423,113,37,1,19,1,1,14,1,0
425,87,40,1,22,1,4,11,1,0
426,104,139,6,83,3,9,37,1,0
427,293,118,3,76,3,3,31,2,0
430,318,79,3,53,2,4,15,2,0
432,73,121,4,80,2,5,29,1,0
433,69,130,2,79,2,6,40,1,0
434,155,108,6,45,3,10,40,4,0
435,261,64,2,28,2,4,26,2,0
436,34,61,6,33,2,4,15,1,0
437,61,125,9,75,3,4,33,1,0
438,203,110,14,53,2,8,32,1,0
440,274,61,5,32,4,3,12,4,0
443,101,64,1,42,2,1,16,2,0
444,342,49,3,20,2,2,21,1,0
445,56,124,12,57,1,12,41,1,0
446,101,50,2,30,3,1,13,1,0
448,162,74,4,40,2,4,22,2,0
450,94,57,1,33,3,2,15,3,0
451,17,80,9,46,3,3,17,2,0
452,74,102,6,68,2,4,21,1,0
453,89,93,7,49,2,6,26,3,0
456,22,80,5,41,1,5,25,3,0
458,310,38,3,12,2,2,18,1,0
460,353,81,2,46,2,4,25,2,0
461,38,128,13,70,1,12,31,1,0
462,133,40,2,16,1,2,18,1,0
463,171,99,3,51,4,6,32,3,0
464,243,132,9,63,3,18,33,6,0
466,18,83,4,44,1,8,24,2,0
470,112,39,1,11,1,4,18,4,0
473,139,57,2,30,3,2,18,2,0
474,140,112,5,54,4,9,36,4,0
477,184,98,8,52,2,8,24,4,0
480,3,67,7,26,1,6,26,1,0
481,223,69,9,22,1,12,24,1,0
482,362,92,8,45,2,13,23,1,0
483,11,64,9,31,2,7,14,1,0
0,194,155,9,86,5,7,45,3,0
1,190,117,8,67,5,8,27,2,0
2,192,108,4,68,4,4,27,1,0
4,56,123,2,77,3,1,38,2,0
5,63,103,1,62,3,3,32,2,0
8,219,126,4,66,1,9,45,1,0
10,346,116,4,83,4,2,22,1,0
11,358,122,2,75,2,8,32,3,0
12,360,133,9,79,2,7,34,2,0
13,251,86,1,55,2,5,21,2,0
16,18,107,4,61,2,5,30,5,0
17,95,108,4,76,3,1,22,2,0
20,273,123,5,65,2,9,41,1,0
21,33,99,4,45,4,6,37,3,0
25,11,120,5,69,3,9,32,2,0
26,39,113,4,67,3,8,29,2,0
27,121,49,4,26,2,2,13,2,0
29,310,148,6,97,2,5,36,2,0
31,26,132,3,86,1,5,35,2,0
33,228,133,4,82,1,10,35,1,0
35,355,127,2,87,3,5,26,4,0
36,39,99,4,68,3,5,18,1,0
37,61,84,3,51,1,1,27,1,0
38,248,95,2,61,1,3,24,4,0
39,142,119,6,79,4,1,27,2,0
41,30,122,5,78,3,4,29,3,0
42,13,76,1,43,1,5,25,1,0
43,266,117,5,58,6,6,37,5,0
44,15,94,4,59,2,4,22,3,0
46,51,123,2,82,3,7,28,1,0
49,298,121,4,66,2,8,40,1,0
50,288,142,3,95,5,2,36,1,0
51,329,107,5,60,4,2,33,3,0
53,221,116,8,65,3,7,32,1,0
57,77,70,3,30,5,1,29,2,0
59,281,117,3,75,5,3,27,4,0
60,354,134,7,83,3,5,33,3,0
62,263,121,4,68,3,4,41,1,0
63,321,130,4,81,2,6,33,4,0
64,100,109,2,78,3,3,20,3,0
65,132,74,3,44,3,1,20,3,0
67,159,124,4,77,2,6,32,3,0
69,81,107,2,69,1,3,31,1,0
71,30,96,2,60,3,4,23,4,0
72,128,57,1,33,1,4,16,2,0
76,271,129,1,77,4,4,42,1,0
77,296,83,2,49,1,1,28,2,0
78,85,108,6,68,4,3,26,1,0
80,236,132,6,82,2,3,35,4,0
81,342,120,4,78,2,3,32,1,0
86,9,79,5,31,2,6,32,3,0
88,40,90,4,46,5,2,31,2,0
90,315,109,7,61,4,5,30,2,0
91,97,107,7,60,3,4,30,3,0
93,204,110,5,60,3,8,31,3,0
94,295,139,3,99,2,4,29,2,0
99,9,64,3,27,2,8,22,2,0
100,43,127,3,91,1,4,27,1,0
101,56,80,7,44,2,1,25,1,0
102,60,101,6,66,2,3,23,1,0
104,196,68,7,26,3,5,25,2,0
107,71,123,2,82,5,5,26,3,0
108,27,120,5,84,3,4,22,2,0
110,71,87,10,40,2,2,31,2,0
115,117,116,6,65,1,8,33,3,0
117,99,111,1,67,2,7,32,2,0
118,107,110,2,79,6,1,21,1,0
120,198,146,5,76,4,9,50,2,0
122,262,119,6,77,2,2,31,1,0
124,361,130,10,80,3,8,27,2,0
128,186,147,12,80,3,7,40,5,0
130,264,149,2,99,1,6,38,3,0
131,82,132,4,83,5,4,35,1,0
132,157,114,2,72,4,3,30,3,0
138,258,112,4,68,6,4,27,3,0
142,259,136,3,78,1,5,45,4,0
144,334,92,1,64,4,4,18,1,0
145,317,108,4,74,1,1,26,2,0
146,63,57,2,24,2,4,22,3,0
149,139,83,4,44,3,3,24,5,0
151,14,91,5,59,1,4,21,1,0
158,359,105,4,64,3,8,23,3,0
160,51,115,2,70,3,4,35,1,0
161,294,124,8,81,2,7,22,4,0
162,47,130,6,80,2,5,35,2,0
163,138,122,7,82,2,1,29,1,0
164,151,120,3,76,2,7,31,1,0
165,293,142,5,82,3,5,43,4,0
167,240,112,6,59,3,7,34,3,0
169,137,135,3,87,4,5,35,1,0
171,347,98,1,67,3,2,22,3,0
172,28,74,2,47,4,2,17,2,0
173,88,115,4,73,3,7,25,3,0
175,269,110,3,75,2,4,25,1,0
176,16,114,5,75,4,1,27,2,0
177,131,82,4,57,1,1,17,2,0
